SeniorCitizen,tenure,MonthlyCharges,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year,Churn_Yes,Cluster
-0.45059334178488,0.9447734112318796,1.4862008176603407,-1.0134434711284752,1.511886682475227,0.338733732684025,1.1643082947205563,1.130056205251326,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374,2
-0.45059334178488,1.2326869200408586,-0.2348378663365278,-1.0134434711284752,-0.6614252321892423,0.338733732684025,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374,3
-0.45059334178488,0.8213819074566031,0.9462671128770096,-1.0134434711284752,-0.6614252321892423,0.338733732684025,-0.8588790482163563,-0.8849117374454828,1.917419124014857,-0.5813477965434338,-0.6016311917878374,3
-0.45059334178488,1.6028614313666885,1.6211842438561737,0.986734858419379,1.511886682475227,0.338733732684025,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374,3
-0.45059334178488,-0.9883601479141207,0.3388416949957617,0.986734858419379,-0.6614252321892423,0.338733732684025,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374,3
-0.45059334178488,0.1632938873217944,0.1363665557020124,0.986734858419379,-0.6614252321892423,0.338733732684025,-0.8588790482163563,1.130056205251326,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374,3
-0.45059334178488,0.2455548898386455,-0.5048047187281934,-1.0134434711284752,-0.6614252321892423,-2.952171288275007,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,1.6621478634250162,0
-0.45059334178488,1.561730930108263,1.3174715349155497,0.986734858419379,1.511886682475227,0.338733732684025,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,1.72014069021295,-0.6016311917878374,3
-0.45059334178488,-0.9472296466556952,-0.8760091407667338,-1.0134434711284752,1.511886682475227,-2.952171288275007,-0.8588790482163563,-0.8849117374454828,1.917419124014857,-0.5813477965434338,-0.6016311917878374,0
-0.45059334178488,0.2455548898386455,-1.550926271745898,-1.0134434711284752,1.511886682475227,0.338733732684025,1.1643082947205563,1.130056205251326,1.917419124014857,-0.5813477965434338,-0.6016311917878374,2
2.219295997670145,-0.782707641621993,-1.550926271745898,0.986734858419379,-0.6614252321892423,0.338733732684025,1.1643082947205563,1.130056205251326,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374,2
-0.45059334178488,0.7802514061981776,-1.550926271745898,-1.0134434711284752,1.511886682475227,0.338733732684025,-0.8588790482163563,1.130056205251326,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374,3
2.219295997670145,-0.7415771403635675,0.3050958384468035,-1.0134434711284752,-0.6614252321892423,0.338733732684025,-0.8588790482163563,1.130056205251326,-0.5215343831066597,-0.5813477965434338,1.6621478634250162,1
-0.45059334178488,-0.4947941328130142,1.2837256783665916,0.986734858419379,1.511886682475227,0.338733732684025,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,1.72014069021295,1.6621478634250162,1
-0.45059334178488,0.7802514061981776,-1.382196989001107,-1.0134434711284752,1.511886682475227,0.338733732684025,1.1643082947205563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374,2
-0.45059334178488,-1.3174041579815252,-0.7410257145709009,-1.0134434711284752,-0.6614252321892423,0.338733732684025,1.1643082947205563,1.130056205251326,-0.5215343831066597,-0.5813477965434338,1.6621478634250162,1
-0.45059334178488,-1.235143155464674,0.1026206991530542,0.986734858419379,-0.6614252321892423,0.338733732684025,1.1643082947205563,1.130056205251326,-0.5215343831066597,-0.5813477965434338,1.6621478634250162,1
-0.45059334178488,-1.2762736567230997,-0.3698212925323606,0.986734858419379,-0.6614252321892423,0.338733732684025,-0.8588790482163563,-0.8849117374454828,1.917419124014857,-0.5813477965434338,1.6621478634250162,1
-0.45059334178488,1.2326869200408586,-0.8422632842177755,0.986734858419379,1.511886682475227,-2.952171288275007,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,1.72014069021295,-0.6016311917878374,0
-0.45059334178488,-0.0423586189703332,0.7437919735832602,0.986734858419379,-0.6614252321892423,0.338733732684025,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374,3
-0.45059334178488,1.561730930108263,-0.6397881449240264,-1.0134434711284752,-0.6614252321892423,-2.952171288275007,1.1643082947205563,1.130056205251326,-0.5215343831066597,1.72014069021295,-0.6016311917878374,0
2.219295997670145,0.2044243885802199,0.3050958384468035,-1.0134434711284752,-0.6614252321892423,0.338733732684025,1.1643082947205563,1.130056205251326,-0.5215343831066597,-0.5813477965434338,1.6621478634250162,1
-0.45059334178488,-1.152882152947823,-1.382196989001107,-1.0134434711284752,-0.6614252321892423,0.338733732684025,1.1643082947205563,1.130056205251326,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374,2
-0.45059334178488,1.6028614313666885,1.182488108719717,0.986734858419379,-0.6614252321892423,0.338733732684025,1.1643082947205563,1.130056205251326,1.917419124014857,-0.5813477965434338,-0.6016311917878374,2
-0.45059334178488,0.0810328848049433,0.6425544039363856,-1.0134434711284752,-0.6614252321892423,0.338733732684025,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,1.72014069021295,1.6621478634250162,1
-0.45059334178488,1.5206004288498374,0.3725875515447199,0.986734858419379,-0.6614252321892423,0.338733732684025,1.1643082947205563,1.130056205251326,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374,2
-0.45059334178488,-0.1246196214871843,0.9462671128770096,-1.0134434711284752,-0.6614252321892423,0.338733732684025,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374,3
2.219295997670145,1.561730930108263,-1.382196989001107,0.986734858419379,-0.6614252321892423,0.338733732684025,1.1643082947205563,-0.8849117374454828,-0.5215343831066597,1.72014069021295,-0.6016311917878374,2
-0.45059334178488,1.6028614313666885,1.1149963956218003,0.986734858419379,-0.6614252321892423,0.338733732684025,-0.8588790482163563,-0.8849117374454828,1.917419124014857,-0.5813477965434338,-0.6016311917878374,3
-0.45059334178488,-0.8238381428804186,-0.8422632842177755,0.986734858419379,1.511886682475227,-2.952171288275007,-0.8588790482163563,1.130056205251326,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374,0
-0.45059334178488,-0.3302721277793121,-0.1336002966896531,0.986734858419379,1.511886682475227,0.338733732684025,-0.8588790482163563,1.130056205251326,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374,3
-0.45059334178488,1.109295416265582,0.2713499818978453,0.986734858419379,1.511886682475227,0.338733732684025,1.1643082947205563,1.130056205251326,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374,2
2.219295997670145,0.6568599024229009,1.216233965268675,-1.0134434711284752,-0.6614252321892423,0.338733732684025,-0.8588790482163563,1.130056205251326,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374,3
-0.45059334178488,-0.7415771403635675,0.3388416949957617,-1.0134434711284752,1.511886682475227,0.338733732684025,1.1643082947205563,-0.8849117374454828,-0.5215343831066597,1.72014069021295,-0.6016311917878374,2
-0.45059334178488,0.0399023835465177,-1.550926271745898,0.986734858419379,-0.6614252321892423,0.338733732684025,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374,3
-0.45059334178488,1.561730930108263,1.1487422521707586,0.986734858419379,1.511886682475227,0.338733732684025,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374,3
-0.45059334178488,1.5206004288498374,1.6211842438561737,-1.0134434711284752,-0.6614252321892423,0.338733732684025,-0.8588790482163563,-0.8849117374454828,1.917419124014857,-0.5813477965434338,-0.6016311917878374,3
