SeniorCitizen,tenure,MonthlyCharges,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year,Churn_Yes
-0.45059334178488003,0.9447734112318797,1.4862008176603407,-1.0134434711284752,1.511886682475227,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,1.2326869200408586,-0.2348378663365278,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.8213819074566031,0.9462671128770095,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,1.917419124014857,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,1.6028614313666885,1.6211842438561737,0.986734858419379,1.511886682475227,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-0.9883601479141207,0.3388416949957617,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.16329388732179442,0.13636655570201248,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.2455548898386455,-0.5048047187281934,-1.0134434711284752,-0.6614252321892423,-2.952171288275007,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,1.561730930108263,1.3174715349155497,0.986734858419379,1.511886682475227,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
-0.45059334178488003,-0.9472296466556952,-0.8760091407667338,-1.0134434711284752,1.511886682475227,-2.952171288275007,-0.8588790482163563,-0.8849117374454828,1.917419124014857,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.2455548898386455,-1.550926271745898,-1.0134434711284752,1.511886682475227,0.33873373268402507,1.1643082947205563,1.1300562052513259,1.917419124014857,-0.5813477965434338,-0.6016311917878374
2.219295997670145,-0.782707641621993,-1.550926271745898,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,0.7802514061981776,-1.550926271745898,-1.0134434711284752,1.511886682475227,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
2.219295997670145,-0.7415771403635675,0.30509583844680355,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,-0.49479413281301426,1.2837256783665916,0.986734858419379,1.511886682475227,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,1.6621478634250162
-0.45059334178488003,0.7802514061981776,-1.382196989001107,-1.0134434711284752,1.511886682475227,0.33873373268402507,1.1643082947205563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
-0.45059334178488003,-1.3174041579815252,-0.7410257145709009,-1.0134434711284752,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,-1.2351431554646741,0.10262069915305427,0.986734858419379,-0.6614252321892423,0.33873373268402507,1.1643082947205563,1.1300562052513259,-0.5215343831066597,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,-1.2762736567230997,-0.3698212925323606,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,1.917419124014857,-0.5813477965434338,1.6621478634250162
-0.45059334178488003,1.2326869200408586,-0.8422632842177755,0.986734858419379,1.511886682475227,-2.952171288275007,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,1.7201406902129501,-0.6016311917878374
-0.45059334178488003,-0.042358618970333294,0.7437919735832602,0.986734858419379,-0.6614252321892423,0.33873373268402507,-0.8588790482163563,-0.8849117374454828,-0.5215343831066597,-0.5813477965434338,-0.6016311917878374
